area,path,title,description,product,words,updated
"browser-extension","browser-extension/docs/saved/library.md","Library","Save colours and palettes to the extension's library, reuse them, remove them and export them as JSON.","Browser extension › Saved","311","2026-09-25"
"browser-extension","browser-extension/docs/saved/on-the-web.md","On the web","The links from the extension to the full-size tools and libraries on auricartisan.com.","Browser extension › Saved","250","2026-09-25"
"browser-extension","browser-extension/docs/settings/README.md","Settings","How to open the extension's Settings view, how it saves, and what each of its six sections holds.","Browser extension › Settings","388","2026-09-25"
"browser-extension","browser-extension/docs/settings/appearance.md","Appearance settings","Choose the extension's theme, accent colour, popup size and interface language.","Browser extension › Settings","344","2026-09-25"
"browser-extension","browser-extension/docs/settings/data.md","Data settings","See how much the extension stores, back up and restore everything, move settings through the clipboard, and clear or reset data.","Browser extension › Settings","373","2026-09-25"
"browser-extension","browser-extension/docs/settings/pickers.md","Pickers settings","Turn the website pickers on or off, choose which control types they enhance, respect designed controls, and list sites where they never run.","Browser extension › Settings","267","2026-09-25"
"browser-extension","browser-extension/docs/settings/right-click.md","Right-click settings","Turn the custom right-click menu on or off, let sites keep their own menus, control the browser menu entries, and set the quick bar, layout, row height, excluded sites and permissions.","Browser extension › Settings","412","2026-09-25"
"browser-extension","browser-extension/docs/settings/tools.md","Tools settings","Set how colours are copied and named, whether APCA is shown, history and sound, and how deep the page audit goes.","Browser extension › Settings","225","2026-09-25"
"browser-extension","browser-extension/docs/settings/shortcuts.md","Shortcuts settings","The keyboard map in Settings, how to change the browser-level shortcuts, and how to replay the tour.","Browser extension › Settings","202","2026-09-25"
"browser-extension","browser-extension/docs/surfaces/README.md","Surfaces","The places the extension appears — the popup, Home, search, the side panel, the page itself and the element inspector.","Browser extension › Surfaces","239","2026-09-25"
"browser-extension","browser-extension/docs/surfaces/home.md","Home","What Home shows — colour of the day, one-click actions for the current page, recent colours, Continue, pinned tools and links to auricartisan.com.","Browser extension › Surfaces","429","2026-09-25"
"browser-extension","browser-extension/docs/surfaces/inspector.md","Element inspector","Inspect any element on a page — the hover card, the pinned card with contrast first, its seven sections, copying, and every key.","Browser extension › Surfaces","1056","2026-09-25"
"browser-extension","browser-extension/docs/surfaces/on-the-page.md","On the page","Everything the extension can draw on a website, when it appears, how it is isolated from the site, and how to remove it.","Browser extension › Surfaces","615","2026-09-25"
"browser-extension","browser-extension/docs/surfaces/popup.md","The popup","A tour of the popup — header, search, spaces, the site chip, tool chips, sizes, the separate window and keyboard movement.","Browser extension › Surfaces","601","2026-09-25"
"browser-extension","browser-extension/docs/surfaces/search.md","Search","Find any tool, setting, action or auricartisan.com page by name from the search field, and how results are ordered.","Browser extension › Surfaces","351","2026-09-25"
"browser-extension","browser-extension/docs/surfaces/side-panel.md","Side panel","Dock the Auric Artisan workspace beside the page in the Chromium side panel or the Firefox sidebar, and what changes there.","Browser extension › Surfaces","397","2026-09-25"
"browser-extension","browser-extension/docs/workflows/README.md","Workflows","End-to-end tasks that combine several of the extension's tools, step by step.","Browser extension › Workflows","202","2026-09-25"
"browser-extension","browser-extension/docs/workflows/audit-a-page-and-fix-contrast.md","Audit a page and fix contrast","Run the audit on a page, see its contrast problems on the page, fix a failing colour pair, review the other findings and export a record.","Browser extension › Workflows","469","2026-09-25"
"browser-extension","browser-extension/docs/workflows/back-up-and-move-your-data.md","Back up and move your data","Back up your settings, colour history, library and snippets to a file, restore them, and move them to another browser or computer.","Browser extension › Workflows","273","2026-09-25"
"browser-extension","browser-extension/docs/workflows/build-a-colour-scale-for-tailwind.md","Build a colour scale for Tailwind","Turn one colour into a named, perceptually even Tailwind v4 scale from 50 to 950, check it, and keep it as a snippet.","Browser extension › Workflows","288","2026-09-25"
"browser-extension","browser-extension/docs/workflows/check-and-fix-a-brand-colour.md","Check and fix a brand colour","Test a brand colour as text and as a background in WCAG and APCA, see it through colour-vision simulations, and find accessible variants that keep its hue.","Browser extension › Workflows","390","2026-09-25"
"browser-extension","browser-extension/docs/workflows/extract-a-sites-design-system.md","Extract a site's design system","Read a website's colours, CSS variables, fonts and type scale, and export them as W3C design tokens, Tailwind or CSS.","Browser extension › Workflows","351","2026-09-25"
"browser-extension","browser-extension/docs/workflows/inspect-and-debug-an-element.md","Inspect and debug an element","Find why an element looks the way it does, check its accessibility, try a CSS fix live on the page, and copy the result.","Browser extension › Workflows","347","2026-09-25"
"browser-extension","browser-extension/docs/workflows/review-a-page-for-colour-blindness.md","Review a page for colour blindness","Check that a page does not rely on colour alone, using the vision simulations, side-by-side comparison and the contrast checker.","Browser extension › Workflows","332","2026-09-25"
"browser-extension","browser-extension/others/README.md","Other material","Background material for the browser extension — glossary, shortcuts, limits and accuracy, related tools, release notes and privacy.","Browser extension","158","2026-09-25"
"browser-extension","browser-extension/others/shortcuts.md","Keyboard shortcuts","Every keyboard shortcut in the Auric Artisan browser extension — browser-level shortcuts, the popup, the element inspector and the right-click menu.","Browser extension","498","2026-09-25"
"browser-extension","browser-extension/others/glossary.md","Glossary","Plain-language definitions of the colour, contrast, accessibility and browser terms used in the browser extension documentation.","Browser extension","982","2026-09-25"
"browser-extension","browser-extension/others/limits-and-accuracy.md","Limits and accuracy","What each of the extension's checks measures, how precisely, where it can be wrong, and what it is not a substitute for.","Browser extension","659","2026-09-25"
"browser-extension","browser-extension/others/privacy.md","Privacy","What the Auric Artisan browser extension keeps, where, for how long, what uses the network, and how to delete it.","Browser extension","680","2026-09-25"
"browser-extension","browser-extension/others/release-notes.md","Release notes","What changed in each version of the Auric Artisan browser extension, and what is built for the next release.","Browser extension","1765","2026-09-25"
"browser-extension","browser-extension/others/related.md","Related tools","Website tools, VS Code extensions and other Auric Artisan products that pair with the browser extension.","Browser extension","306","2026-09-25"
"services","services/README.md","Services","The Auric Artisan services you can use from your own sites and code — the Font CDN, the Icon CDN and the public REST API.","Services","106","2026-09-25"
